date,municipality,consumption_kwh,production_mlr_prediction,production_mlr_residual_kwh
2022-03-02,Senator Ninoy Aquino,23560.97,26475.365167054733,-2914.395167054732
2022-03-03,Senator Ninoy Aquino,22735.64,22481.246587876853,254.39341212314685
2022-03-04,Senator Ninoy Aquino,23308.9,24007.963065749303,-699.063065749302
2022-03-05,Senator Ninoy Aquino,22514.89,19163.944662222064,3350.9453377779355
2022-03-06,Senator Ninoy Aquino,22108.82,20944.21383428805,1164.6061657119499
2022-03-07,Senator Ninoy Aquino,21580.76,22968.297213926227,-1387.537213926229
2022-03-08,Senator Ninoy Aquino,21041.73,20713.323463840177,328.4065361598223
2022-03-09,Senator Ninoy Aquino,21137.75,21197.489392215724,-59.739392215724365
2022-03-10,Senator Ninoy Aquino,22296.33,20274.976755533156,2021.3532444668454
2022-03-11,Senator Ninoy Aquino,22207.79,20726.11593500465,1481.67406499535
2022-03-12,Senator Ninoy Aquino,22354.36,22852.82161309193,-498.4616130919312
2022-03-13,Senator Ninoy Aquino,22739.59,23260.59641609204,-521.006416092041
2022-03-14,Senator Ninoy Aquino,21891.65,26421.76441915537,-4530.1144191553685
2022-03-15,Senator Ninoy Aquino,22126.38,24062.51066546907,-1936.1306654690707
2022-03-16,Senator Ninoy Aquino,21120.14,20894.57958294821,225.56041705179086
2022-03-17,Senator Ninoy Aquino,21544.79,21795.740916005634,-250.9509160056332
2022-03-18,Senator Ninoy Aquino,21869.05,22741.446662981416,-872.3966629814167
2022-03-19,Senator Ninoy Aquino,22468.74,18952.705897120642,3516.034102879359
2022-03-20,Senator Ninoy Aquino,22891.56,19452.9765111807,3438.583488819302
2022-03-21,Senator Ninoy Aquino,22326.02,22752.588033163418,-426.56803316341757
2022-03-22,Senator Ninoy Aquino,22650.09,20790.810580952093,1859.2794190479071
2022-03-23,Senator Ninoy Aquino,23179.48,23141.774808893766,37.70519110623354
2022-03-24,Senator Ninoy Aquino,23118.76,23986.33195171118,-867.5719517111829
2022-03-25,Senator Ninoy Aquino,23079.7,22924.297174785403,155.40282521459812
2022-03-26,Senator Ninoy Aquino,22747.81,20230.501032491025,2517.308967508976
2022-03-27,Senator Ninoy Aquino,22393.96,20740.56724696551,1653.3927530344881
2022-03-28,Senator Ninoy Aquino,22434.14,22319.17634787372,114.96365212628007
2022-03-29,Senator Ninoy Aquino,22138.69,23537.938266398807,-1399.2482663988085
2022-03-30,Senator Ninoy Aquino,22415.15,19003.518466090667,3411.6315339093344
2022-03-31,Senator Ninoy Aquino,21715.89,19664.264181260965,2051.625818739034
2022-04-01,Senator Ninoy Aquino,23066.77,26027.24956847925,-2960.479568479248
2022-04-02,Senator Ninoy Aquino,22948.14,23554.544958055187,-606.4049580551873
2022-04-03,Senator Ninoy Aquino,22970.08,23346.660943840518,-376.58094384051583
2022-04-04,Senator Ninoy Aquino,22933.07,26816.567682958994,-3883.497682958994
2022-04-05,Senator Ninoy Aquino,22173.82,23545.683312689856,-1371.8633126898567
2022-04-06,Senator Ninoy Aquino,22963.36,27056.201272650324,-4092.841272650323
2022-04-07,Senator Ninoy Aquino,21452.95,22108.78556239096,-655.8355623909592
2022-04-08,Senator Ninoy Aquino,22143.17,21845.283696967228,297.88630303277023
2022-04-09,Senator Ninoy Aquino,21877.8,19493.914185130765,2383.8858148692343
2022-04-10,Senator Ninoy Aquino,22482.0,20662.77867662868,1819.2213233713192
2022-04-11,Senator Ninoy Aquino,22674.6,24463.85218428076,-1789.2521842807619
2022-04-12,Senator Ninoy Aquino,21643.26,21944.232329813844,-300.97232981384514
2022-04-13,Senator Ninoy Aquino,22280.78,25062.85445836537,-2782.0744583653723
2022-04-14,Senator Ninoy Aquino,21420.89,18675.59288833312,2745.2971116668778
2022-04-15,Senator Ninoy Aquino,21788.33,20247.04307610618,1541.286923893822
2022-04-16,Senator Ninoy Aquino,21690.04,18327.52609347651,3362.5139065234907
2022-04-17,Senator Ninoy Aquino,22392.67,21315.14353455939,1077.5264654406092
2022-04-18,Senator Ninoy Aquino,21964.87,25294.420248551403,-3329.5502485514044
2022-04-19,Senator Ninoy Aquino,21887.98,22438.222795609512,-550.2427956095125
2022-04-20,Senator Ninoy Aquino,22033.58,24102.429285208833,-2068.849285208831
2022-04-21,Senator Ninoy Aquino,22367.19,25302.51654740535,-2935.3265474053514
2022-04-22,Senator Ninoy Aquino,23309.47,25899.778561550207,-2590.308561550206
2022-04-23,Senator Ninoy Aquino,23174.29,21544.503887278137,1629.786112721864
2022-04-24,Senator Ninoy Aquino,22933.75,23636.632590622554,-702.8825906225538
2022-04-25,Senator Ninoy Aquino,22082.02,23923.985260952228,-1841.9652609522273
2022-04-26,Senator Ninoy Aquino,22643.44,24430.675756085744,-1787.2357560857454
2022-04-27,Senator Ninoy Aquino,23013.03,26919.37207541532,-3906.3420754153194
2022-04-28,Senator Ninoy Aquino,23334.33,25233.592772595657,-1899.2627725956554
2022-04-29,Senator Ninoy Aquino,24005.81,27980.34819476981,-3974.538194769808
2022-04-30,Senator Ninoy Aquino,24033.26,25528.853405026603,-1495.5934050266042
2022-05-01,Senator Ninoy Aquino,22244.89,17060.68734213915,5184.202657860849
2022-05-02,Senator Ninoy Aquino,22103.44,25096.974662171393,-2993.5346621713943
2022-05-03,Senator Ninoy Aquino,20701.63,17954.503362547046,2747.126637452955
2022-05-04,Senator Ninoy Aquino,22015.41,25309.466002292815,-3294.056002292815
2022-05-05,Senator Ninoy Aquino,22221.38,24873.127268635562,-2651.7472686355613
2022-05-06,Senator Ninoy Aquino,21358.99,21605.332818743635,-246.34281874363296
2022-05-07,Senator Ninoy Aquino,22079.19,19969.89445639358,2109.2955436064185
2022-05-08,Senator Ninoy Aquino,21722.32,22098.761110915286,-376.4411109152861
2022-05-09,Senator Ninoy Aquino,22469.0,22902.247411188742,-433.24741118874226
2022-05-10,Senator Ninoy Aquino,22473.26,21278.562175972176,1194.6978240278222
2022-05-11,Senator Ninoy Aquino,23593.33,25920.038208637336,-2326.708208637334
2022-05-12,Senator Ninoy Aquino,23593.88,23802.31483314533,-208.43483314532932
2022-05-13,Senator Ninoy Aquino,23228.28,22592.76289422151,635.5171057784901
2022-05-14,Senator Ninoy Aquino,23615.57,22702.109291181157,913.4607088188422
2022-05-15,Senator Ninoy Aquino,23141.37,22619.092336984184,522.277663015815
2022-05-16,Senator Ninoy Aquino,22619.8,24876.75797520597,-2256.957975205969
2022-05-17,Senator Ninoy Aquino,22357.27,22316.70419831746,40.56580168254004
2022-05-18,Senator Ninoy Aquino,22616.01,24167.338923185845,-1551.328923185847
2022-05-19,Senator Ninoy Aquino,21709.37,20403.03917870613,1306.3308212938682
2022-05-20,Senator Ninoy Aquino,21807.35,25493.211416472783,-3685.861416472784
2022-05-21,Senator Ninoy Aquino,23247.23,26113.068289690797,-2865.838289690797
2022-05-22,Senator Ninoy Aquino,23739.42,24551.630621067394,-812.2106210673956
2022-05-23,Senator Ninoy Aquino,22156.34,22808.48374576328,-652.1437457632783
2022-05-24,Senator Ninoy Aquino,22290.84,25393.435686587007,-3102.5956865870066
2022-05-25,Senator Ninoy Aquino,21385.37,22011.411932023977,-626.041932023978
2022-05-26,Senator Ninoy Aquino,21262.17,21057.68132558671,204.48867441328912
2022-05-27,Senator Ninoy Aquino,20485.86,20376.258623122994,109.60137687700626
2022-05-28,Senator Ninoy Aquino,21216.86,21091.43437022283,125.42562977717171
2022-05-29,Senator Ninoy Aquino,22306.48,23358.078271295686,-1051.5982712956866
2022-05-30,Senator Ninoy Aquino,21526.64,23835.896991445203,-2309.2569914452033
2022-05-31,Senator Ninoy Aquino,21676.93,20554.91635398059,1122.0136460194117
2022-06-01,Senator Ninoy Aquino,22460.71,21164.987315774648,1295.7226842253513
2022-06-02,Senator Ninoy Aquino,22275.25,22357.111814939162,-81.86181493916229
2022-06-03,Senator Ninoy Aquino,22426.9,18628.49683727116,3798.4031627288423
2022-06-04,Senator Ninoy Aquino,22813.5,19353.6462770691,3459.8537229309004
2022-06-05,Senator Ninoy Aquino,22532.71,20888.175648262746,1644.534351737253
2022-06-06,Senator Ninoy Aquino,22488.27,24839.35327063605,-2351.083270636049
2022-06-07,Senator Ninoy Aquino,22790.16,22727.236470622258,62.92352937774194
2022-06-08,Senator Ninoy Aquino,22196.35,22280.776918776814,-84.426918776815
2022-06-09,Senator Ninoy Aquino,22363.82,21494.34159471412,869.4784052858813
2022-06-10,Senator Ninoy Aquino,22313.85,24527.017594232362,-2213.1675942323636
2022-06-11,Senator Ninoy Aquino,21833.28,19182.558761350563,2650.7212386494357
2022-06-12,Senator Ninoy Aquino,21623.48,16368.187670670712,5255.292329329288
2022-06-13,Senator Ninoy Aquino,21486.91,21319.169579741865,167.7404202581347
2022-06-14,Senator Ninoy Aquino,21918.83,23002.620297659283,-1083.7902976592814
2022-06-15,Senator Ninoy Aquino,21454.98,15364.506871915699,6090.473128084301
2022-06-16,Senator Ninoy Aquino,21506.27,22832.64365674022,-1326.3736567402193
2022-06-17,Senator Ninoy Aquino,22048.86,22859.97693772186,-811.1169377218612
2022-06-18,Senator Ninoy Aquino,22239.33,23473.537509764014,-1234.2075097640118
2022-06-19,Senator Ninoy Aquino,22150.69,19413.882624307917,2736.807375692082
2022-06-20,Senator Ninoy Aquino,21941.95,23175.051320415958,-1233.1013204159572
2022-06-21,Senator Ninoy Aquino,22531.67,24879.1682174391,-2347.4982174391007
2022-06-22,Senator Ninoy Aquino,22943.8,24440.25709670327,-1496.4570967032705
2022-06-23,Senator Ninoy Aquino,22657.19,21382.043568940935,1275.1464310590636
2022-06-24,Senator Ninoy Aquino,21346.13,21120.92822548985,225.20177451015115
2022-06-25,Senator Ninoy Aquino,21587.32,20427.029883004376,1160.290116995624
2022-06-26,Senator Ninoy Aquino,22601.49,22135.3288275314,466.16117246860085
2022-06-27,Senator Ninoy Aquino,22345.9,23862.985461125983,-1517.085461125982
2022-06-28,Senator Ninoy Aquino,22542.57,21266.208523280213,1276.3614767197869
2022-06-29,Senator Ninoy Aquino,21789.77,20234.783485223365,1554.9865147766359
2022-06-30,Senator Ninoy Aquino,21409.3,22251.731476041787,-842.4314760417874
2022-07-01,Senator Ninoy Aquino,20743.27,20592.869708320693,150.40029167930697
2022-07-02,Senator Ninoy Aquino,20491.18,17222.43468147768,3268.7453185223203
2022-07-03,Senator Ninoy Aquino,19879.9,19520.184452296104,359.71554770389776
2022-07-04,Senator Ninoy Aquino,20514.45,18953.146480940144,1561.3035190598566
2022-07-05,Senator Ninoy Aquino,21152.68,22568.879004226743,-1416.1990042267425
2022-07-06,Senator Ninoy Aquino,21183.71,19962.695363714585,1221.0146362854139
2022-07-07,Senator Ninoy Aquino,21700.09,25424.383713183255,-3724.293713183255
2022-07-08,Senator Ninoy Aquino,21187.05,22792.308908541192,-1605.2589085411928
2022-07-09,Senator Ninoy Aquino,21352.59,18861.67152745581,2490.918472544192
2022-07-10,Senator Ninoy Aquino,21891.83,19708.777246433994,2183.0527535660076
2022-07-11,Senator Ninoy Aquino,21549.56,21752.173522878213,-202.61352287821137
2022-07-12,Senator Ninoy Aquino,22177.93,22296.375474623015,-118.44547462301489
2022-07-13,Senator Ninoy Aquino,22398.23,23466.87982681679,-1068.6498268167888
2022-07-14,Senator Ninoy Aquino,22757.68,22966.0984414447,-208.41844144470087
2022-07-15,Senator Ninoy Aquino,22804.17,22502.40650025507,301.7634997449277
2022-07-16,Senator Ninoy Aquino,23420.85,22947.187971606716,473.6620283932825
2022-07-17,Senator Ninoy Aquino,23068.48,18536.03013074935,4532.4498692506495
2022-07-18,Senator Ninoy Aquino,23286.17,25589.04539024429,-2302.8753902442913
2022-07-19,Senator Ninoy Aquino,23575.67,25272.875213335457,-1697.2052133354591
2022-07-20,Senator Ninoy Aquino,23489.96,24159.139473299947,-669.1794732999479
2022-07-21,Senator Ninoy Aquino,23206.48,23696.44791703872,-489.96791703872077
2022-07-22,Senator Ninoy Aquino,23009.44,24316.853472190014,-1307.4134721900155
2022-07-23,Senator Ninoy Aquino,23001.26,19788.087841056556,3213.172158943442
2022-07-24,Senator Ninoy Aquino,22758.47,20516.978496006537,2241.491503993464
2022-07-25,Senator Ninoy Aquino,22294.89,23527.25553672237,-1232.3655367223691
2022-07-26,Senator Ninoy Aquino,22492.41,19404.160137315223,3088.2498626847773
2022-07-27,Senator Ninoy Aquino,22718.72,22368.530122907934,350.18987709206704
2022-07-28,Senator Ninoy Aquino,22443.14,23176.328577611937,-733.188577611938
2022-07-29,Senator Ninoy Aquino,23153.5,24572.984509365528,-1419.4845093655276
2022-07-30,Senator Ninoy Aquino,22943.68,23282.078118226513,-338.39811822651245
2022-07-31,Senator Ninoy Aquino,23116.25,22295.173326470605,821.0766735293946
2022-08-01,Senator Ninoy Aquino,21998.43,23480.90948013751,-1482.47948013751
2022-08-02,Senator Ninoy Aquino,22592.17,24164.716708277418,-1572.5467082774194
2022-08-03,Senator Ninoy Aquino,22601.62,23065.92556549108,-464.30556549108223
2022-08-04,Senator Ninoy Aquino,21755.48,22258.211222029284,-502.73122202928425
2022-08-05,Senator Ninoy Aquino,22408.71,21852.940091175013,555.7699088249865
2022-08-06,Senator Ninoy Aquino,23033.18,21264.30835273447,1768.8716472655287
2022-08-07,Senator Ninoy Aquino,22611.06,16435.697430600856,6175.362569399145
2022-08-08,Senator Ninoy Aquino,22090.78,21296.254364813845,794.5256351861535
2022-08-09,Senator Ninoy Aquino,22525.84,19083.218304118476,3442.621695881524
2022-08-10,Senator Ninoy Aquino,22122.88,20967.670090785745,1155.2099092142562
2022-08-11,Senator Ninoy Aquino,21544.52,22320.366372843328,-775.8463728433271
2022-08-12,Senator Ninoy Aquino,21786.94,21937.879204688514,-150.93920468851502
2022-08-13,Senator Ninoy Aquino,22648.32,19449.385330774836,3198.934669225164
2022-08-14,Senator Ninoy Aquino,22085.59,20965.808805424385,1119.7811945756148
2022-08-15,Senator Ninoy Aquino,22497.39,22591.551417831266,-94.16141783126659
2022-08-16,Senator Ninoy Aquino,22228.45,20829.262465968342,1399.1875340316583
2022-08-17,Senator Ninoy Aquino,22754.33,25007.051230244764,-2252.7212302447624
2022-08-18,Senator Ninoy Aquino,23070.28,22186.782434754437,883.4975652455614
2022-08-19,Senator Ninoy Aquino,23454.5,21968.755692773433,1485.744307226567
2022-08-20,Senator Ninoy Aquino,22381.81,22686.195905882618,-304.3859058826165
2022-08-21,Senator Ninoy Aquino,22313.06,19532.64447811804,2780.4155218819615
2022-08-22,Senator Ninoy Aquino,22366.49,25443.76389297715,-3077.2738929771476
2022-08-23,Senator Ninoy Aquino,23044.82,21645.127705257197,1399.692294742803
2022-08-24,Senator Ninoy Aquino,22906.7,23576.972183815473,-670.2721838154721
2022-08-25,Senator Ninoy Aquino,21643.94,20760.347551752995,883.5924482470036
2022-08-26,Senator Ninoy Aquino,21509.99,22185.05046032485,-675.0604603248466
2022-08-27,Senator Ninoy Aquino,21758.15,18606.67001541944,3151.479984580561
2022-08-28,Senator Ninoy Aquino,21816.79,19091.78749311075,2725.00250688925
2022-08-29,Senator Ninoy Aquino,21276.46,18518.373951787158,2758.086048212841
2022-08-30,Senator Ninoy Aquino,21422.47,20007.020647811878,1415.4493521881232
2022-08-31,Senator Ninoy Aquino,21269.4,21925.31483772939,-655.9148377293895
2022-09-01,Senator Ninoy Aquino,21701.46,22023.858660248552,-322.3986602485529
2022-09-02,Senator Ninoy Aquino,21197.85,20434.368432040326,763.4815679596722
2022-09-03,Senator Ninoy Aquino,21910.15,21025.774633966736,884.3753660332659
2022-09-04,Senator Ninoy Aquino,21830.85,20827.460467229517,1003.3895327704813
2022-09-05,Senator Ninoy Aquino,21863.68,23169.098418044327,-1305.4184180443262
2022-09-06,Senator Ninoy Aquino,21891.29,19505.871819057036,2385.4181809429647
2022-09-07,Senator Ninoy Aquino,21784.16,24035.104914020238,-2250.944914020238
2022-09-08,Senator Ninoy Aquino,21615.31,19921.75131959992,1693.5586804000814
2022-09-09,Senator Ninoy Aquino,21557.62,20373.424832865865,1184.195167134134
2022-09-10,Senator Ninoy Aquino,21391.99,17862.820062427018,3529.169937572984
2022-09-11,Senator Ninoy Aquino,21683.42,21000.178875621248,683.2411243787501
2022-09-12,Senator Ninoy Aquino,21575.62,22871.570027762915,-1295.9500277629159
2022-09-13,Senator Ninoy Aquino,21757.87,19939.26316210789,1818.6068378921082
2022-09-14,Senator Ninoy Aquino,21057.71,23463.001657845765,-2405.291657845766
2022-09-15,Senator Ninoy Aquino,21741.64,23567.1097717456,-1825.4697717456002
2022-09-16,Senator Ninoy Aquino,22047.06,21539.308365252993,507.7516347470082
2022-09-17,Senator Ninoy Aquino,21513.9,19783.947225474258,1729.9527745257437
2022-09-18,Senator Ninoy Aquino,21552.13,21037.862569119294,514.2674308807073
2022-09-19,Senator Ninoy Aquino,21378.17,20189.231253860118,1188.93874613988
2022-09-20,Senator Ninoy Aquino,21900.41,22321.86451620863,-421.4545162086288
2022-09-21,Senator Ninoy Aquino,21743.01,20280.847928873307,1462.1620711266914
2022-09-22,Senator Ninoy Aquino,23024.86,25573.736750435994,-2548.876750435993
2022-09-23,Senator Ninoy Aquino,22226.6,21449.04135174569,777.5586482543076
2022-09-24,Senator Ninoy Aquino,22839.1,23249.12735924839,-410.02735924839
2022-09-25,Senator Ninoy Aquino,22786.68,23521.762825211714,-735.0828252117135
2022-09-26,Senator Ninoy Aquino,22829.19,24927.24800760621,-2098.0580076062106
2022-09-27,Senator Ninoy Aquino,22456.92,22431.56314802084,25.35685197915882
2022-09-28,Senator Ninoy Aquino,22262.61,24059.032923216047,-1796.422923216047
2022-09-29,Senator Ninoy Aquino,21627.73,21701.561795622285,-73.83179562228543
2022-09-30,Senator Ninoy Aquino,23169.83,26923.482261705263,-3753.6522617052615
2022-10-01,Senator Ninoy Aquino,24057.64,23996.30924929215,61.3307507078498
2022-10-02,Senator Ninoy Aquino,23916.09,23157.34798134493,758.7420186550698
2022-10-03,Senator Ninoy Aquino,23068.55,24733.629371640727,-1665.079371640728
2022-10-04,Senator Ninoy Aquino,23022.59,21627.652238554212,1394.937761445788
2022-10-05,Senator Ninoy Aquino,22930.98,21979.8687043952,951.1112956047982
2022-10-06,Senator Ninoy Aquino,21823.95,20959.94079622859,864.0092037714094
2022-10-07,Senator Ninoy Aquino,22466.42,22577.687551174196,-111.26755117419816
2022-10-08,Senator Ninoy Aquino,21753.81,20070.557793570144,1683.2522064298573
2022-10-09,Senator Ninoy Aquino,22009.41,20219.26073857455,1790.1492614254494
2022-10-10,Senator Ninoy Aquino,22419.22,23381.71247534873,-962.4924753487285
2022-10-11,Senator Ninoy Aquino,21669.07,20780.140501812857,888.9294981871426
2022-10-12,Senator Ninoy Aquino,22268.89,22474.399958364047,-205.50995836404763
2022-10-13,Senator Ninoy Aquino,22362.01,20048.601425850575,2313.4085741494237
2022-10-14,Senator Ninoy Aquino,22665.07,23129.59169797793,-464.52169797792885
2022-10-15,Senator Ninoy Aquino,23379.71,20146.26441825107,3233.445581748929
2022-10-16,Senator Ninoy Aquino,23140.86,21080.178077327815,2060.6819226721855
2022-10-17,Senator Ninoy Aquino,23027.19,23683.437457236512,-656.2474572365136
2022-10-18,Senator Ninoy Aquino,23671.7,24338.113034336908,-666.413034336907
2022-10-19,Senator Ninoy Aquino,22905.14,22448.210747855264,456.9292521447351
2022-10-20,Senator Ninoy Aquino,22010.34,19644.79211117886,2365.54788882114
2022-10-21,Senator Ninoy Aquino,21566.85,20606.41448710525,960.43551289475
2022-10-22,Senator Ninoy Aquino,22543.37,21775.804106777156,767.5658932228434
2022-10-23,Senator Ninoy Aquino,22030.28,20773.611674561987,1256.6683254380114
2022-10-24,Senator Ninoy Aquino,22139.24,26411.41597542818,-4272.1759754281775
2022-10-25,Senator Ninoy Aquino,22319.23,23775.861428223507,-1456.631428223507
2022-10-26,Senator Ninoy Aquino,23506.26,24341.13388773146,-834.8738877314609
2022-10-27,Senator Ninoy Aquino,22791.45,22971.05672877983,-179.6067287798287
2022-10-28,Senator Ninoy Aquino,21768.66,20177.484638777474,1591.1753612225257
2022-10-29,Senator Ninoy Aquino,21584.78,20423.53396911583,1161.2460308841692
2022-10-30,Senator Ninoy Aquino,20973.65,20587.530407713355,386.11959228664637
2022-10-31,Senator Ninoy Aquino,21441.11,23157.960959629454,-1716.8509596294534
2022-11-01,Senator Ninoy Aquino,21133.32,17370.52022986606,3762.799770133941
2022-11-02,Senator Ninoy Aquino,21074.11,19887.807067245165,1186.3029327548356
2022-11-03,Senator Ninoy Aquino,23230.12,26904.276224581536,-3674.1562245815367
2022-11-04,Senator Ninoy Aquino,22795.37,23029.933760833126,-234.56376083312716
2022-11-05,Senator Ninoy Aquino,22973.63,20133.895730517397,2839.734269482604
2022-11-06,Senator Ninoy Aquino,22692.54,18828.181824426443,3864.3581755735577
2022-11-07,Senator Ninoy Aquino,22499.89,23150.659562581644,-650.769562581645
2022-11-08,Senator Ninoy Aquino,22006.07,22583.483134899463,-577.4131348994633
2022-11-09,Senator Ninoy Aquino,21748.22,22380.21382009744,-631.9938200974393
2022-11-10,Senator Ninoy Aquino,21392.97,20742.765485354015,650.2045146459859
2022-11-11,Senator Ninoy Aquino,21717.14,20994.052564159916,723.0874358400833
2022-11-12,Senator Ninoy Aquino,22030.24,17381.432401603757,4648.807598396244
2022-11-13,Senator Ninoy Aquino,21306.68,18302.99226375429,3003.687736245709
2022-11-14,Senator Ninoy Aquino,21387.37,23574.127398859317,-2186.7573988593176
2022-11-15,Senator Ninoy Aquino,21686.59,21892.842514898075,-206.25251489807488
2022-11-16,Senator Ninoy Aquino,22454.24,19809.983864385722,2644.2561356142796
2022-11-17,Senator Ninoy Aquino,22295.96,23525.70601130435,-1229.7460113043526
2022-11-18,Senator Ninoy Aquino,22416.73,21158.471760522567,1258.2582394774327
2022-11-19,Senator Ninoy Aquino,23034.8,21377.42343868022,1657.3765613197793
2022-11-20,Senator Ninoy Aquino,22530.05,20067.784904110005,2462.265095889994
2022-11-21,Senator Ninoy Aquino,23504.34,26042.627308477615,-2538.2873084776147
2022-11-22,Senator Ninoy Aquino,23036.52,22280.806704800852,755.713295199148
2022-11-23,Senator Ninoy Aquino,23462.22,22437.81457021089,1024.4054297891125
2022-11-24,Senator Ninoy Aquino,22918.98,22384.79656662747,534.183433372531
2022-11-25,Senator Ninoy Aquino,22935.83,22542.82299579929,393.00700420071007
2022-11-26,Senator Ninoy Aquino,25635.59,29168.50428271159,-3532.91428271159
2022-11-27,Senator Ninoy Aquino,23720.09,24136.43745770151,-416.3474577015113
2022-11-28,Senator Ninoy Aquino,22556.32,23598.339569429343,-1042.0195694293434
2022-11-29,Senator Ninoy Aquino,23247.02,26175.62586502241,-2928.6058650224113
2022-11-30,Senator Ninoy Aquino,22426.05,23020.124131321223,-594.0741313212238
2022-12-01,Senator Ninoy Aquino,21732.27,21910.812528385333,-178.54252838533284
2022-12-02,Senator Ninoy Aquino,22078.81,22508.389676656137,-429.57967665613614
2022-12-03,Senator Ninoy Aquino,21342.73,20173.06740147215,1169.6625985278479
2022-12-04,Senator Ninoy Aquino,21495.4,22023.11581797706,-527.7158179770595
2022-12-05,Senator Ninoy Aquino,21560.35,25528.475735333985,-3968.125735333986
2022-12-06,Senator Ninoy Aquino,21530.94,24702.580883242263,-3171.640883242264
2022-12-07,Senator Ninoy Aquino,21647.18,20730.868523456054,916.3114765439459
2022-12-08,Senator Ninoy Aquino,22012.98,19975.103662597394,2037.8763374026057
2022-12-09,Senator Ninoy Aquino,22068.41,21845.076048248324,223.33395175167607
2022-12-10,Senator Ninoy Aquino,22543.92,20499.608709223387,2044.3112907766117
2022-12-11,Senator Ninoy Aquino,21905.96,18631.43134592024,3274.5286540797606
2022-12-12,Senator Ninoy Aquino,21615.18,26104.778716908007,-4489.598716908007
2022-12-13,Senator Ninoy Aquino,22013.1,24111.168631691442,-2098.0686316914434
2022-12-14,Senator Ninoy Aquino,22179.66,22756.562411427585,-576.9024114275853
2022-12-15,Senator Ninoy Aquino,21969.28,20760.25873982055,1209.0212601794483
2022-12-16,Senator Ninoy Aquino,22199.37,22935.89848833261,-736.5284883326094
2022-12-17,Senator Ninoy Aquino,22385.12,19531.56396432691,2853.5560356730894
2022-12-18,Senator Ninoy Aquino,22718.22,22738.093085482506,-19.873085482504393
2022-12-19,Senator Ninoy Aquino,22211.55,24033.54736746525,-1821.9973674652501
2022-12-20,Senator Ninoy Aquino,22528.74,23345.913605068054,-817.173605068052
2022-12-21,Senator Ninoy Aquino,22285.55,22171.85779064295,113.69220935705016
2022-12-22,Senator Ninoy Aquino,21841.69,22231.885031825223,-390.19503182522385
2022-12-23,Senator Ninoy Aquino,22016.48,21457.522056370377,558.9579436296226
2022-12-24,Senator Ninoy Aquino,22374.89,17668.151091637796,4706.738908362204
2022-12-25,Senator Ninoy Aquino,22126.52,16747.04438348265,5379.475616517349
2022-12-26,Senator Ninoy Aquino,22069.3,24336.300620585298,-2267.0006205852987
2022-12-27,Senator Ninoy Aquino,21628.53,22053.874124771857,-425.34412477185833
2022-12-28,Senator Ninoy Aquino,21566.23,23802.498227652904,-2236.268227652905
2022-12-29,Senator Ninoy Aquino,22440.12,24054.71674302245,-1614.5967430224518
2022-12-30,Senator Ninoy Aquino,21961.37,19920.746878087433,2040.6231219125657
2022-12-31,Senator Ninoy Aquino,21971.94,17242.71814308466,4729.221856915337
2023-01-01,Senator Ninoy Aquino,22646.27,15158.754612808567,7487.515387191434
2023-01-02,Senator Ninoy Aquino,22807.94,24691.035469181745,-1883.095469181746
2023-01-03,Senator Ninoy Aquino,23267.39,19913.623836369814,3353.7661636301855
2023-01-04,Senator Ninoy Aquino,23526.54,25633.721944335663,-2107.1819443356617
2023-01-05,Senator Ninoy Aquino,23575.42,21981.692029690417,1593.727970309581
2023-01-06,Senator Ninoy Aquino,23597.48,24493.822701198165,-896.3427011981657
2023-01-07,Senator Ninoy Aquino,24532.33,26097.24906257969,-1564.9190625796873
2023-01-08,Senator Ninoy Aquino,23146.64,21292.34007005296,1854.2999299470393
2023-01-09,Senator Ninoy Aquino,22665.75,25633.09848637486,-2967.34848637486
2023-01-10,Senator Ninoy Aquino,22150.12,24006.111921879994,-1855.991921879995
2023-01-11,Senator Ninoy Aquino,22643.99,23843.71649851346,-1199.726498513457
2023-01-12,Senator Ninoy Aquino,22616.28,23514.308893470814,-898.0288934708151
2023-01-13,Senator Ninoy Aquino,22622.08,23244.189539334136,-622.1095393341348
2023-01-14,Senator Ninoy Aquino,22871.52,22473.043318956356,398.47668104364493
2023-01-15,Senator Ninoy Aquino,22948.12,20611.776067229075,2336.343932770924
2023-01-16,Senator Ninoy Aquino,22966.28,27012.372251033776,-4046.092251033777
2023-01-17,Senator Ninoy Aquino,23520.38,21840.35390225942,1680.0260977405815
2023-01-18,Senator Ninoy Aquino,23857.48,26457.394171528977,-2599.914171528977
2023-01-19,Senator Ninoy Aquino,23689.54,24708.485409597728,-1018.9454095977271
2023-01-20,Senator Ninoy Aquino,23376.32,21983.933047532082,1392.3869524679176
2023-01-21,Senator Ninoy Aquino,23641.3,19481.719794320066,4159.580205679933
2023-01-22,Senator Ninoy Aquino,23831.28,21057.474685441088,2773.805314558911
2023-01-23,Senator Ninoy Aquino,23255.26,22137.303922877356,1117.9560771226425
2023-01-24,Senator Ninoy Aquino,23078.07,22644.93731684133,433.13268315867026
2023-01-25,Senator Ninoy Aquino,22874.52,25457.773089539973,-2583.2530895399723
2023-01-26,Senator Ninoy Aquino,22216.17,24492.256085179277,-2276.0860851792786
2023-01-27,Senator Ninoy Aquino,22023.12,23227.682378364567,-1204.5623783645678
2023-01-28,Senator Ninoy Aquino,22690.33,21910.158108447184,780.1718915528181
